cell.id,area,gfpMeanBgAFsub,mcherryMeanBgAFsub,degron,red,treatment,experiment,exp.field,Elip_B,Elip_C,no.of.voxels,pos.x,pos.y,spheracity,volume,area.puncta,pos.x.puncta,pos.y.puncta,rfp.mean.bg.sub,dapi.mean.bg.sub,rfp.mean.bg.sub.puncta,dapi.mean.bg.sub.puncta,no.bud.scars
1000000485_20min_s2_mODC_tef2-mCherry_none,2865.93,370.5935752588737,1113.651,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000487_20min_s2_mODC_tef2-mCherry_none,3577.74,437.4755752588738,648.894,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000488_20min_s2_mODC_tef2-mCherry_none,4039.67,283.7255752588738,810.0709999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000489_20min_s2_mODC_tef2-mCherry_none,3169.24,307.28057525887374,625.1569999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000490_20min_s2_mODC_tef2-mCherry_none,3597.53,200.94757525887377,749.1009999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000494_20min_s2_mODC_tef2-mCherry_none,2179.65,258.45257525887376,717.9309999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000495_20min_s2_mODC_tef2-mCherry_none,1282.28,194.79557525887373,667.151,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000496_20min_s2_mODC_tef2-mCherry_none,2103.8,188.58157525887376,904.371,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000498_20min_s2_mODC_tef2-mCherry_none,2361.78,166.62657525887374,1010.041,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000499_20min_s2_mODC_tef2-mCherry_none,3146.56,539.0055752588737,726.261,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000501_20min_s2_mODC_tef2-mCherry_none,2022.78,98.52857525887376,688.7059999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000502_20min_s2_mODC_tef2-mCherry_none,3287.8,437.2255752588738,824.6610000000001,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000503_20min_s2_mODC_tef2-mCherry_none,2675.31,411.6445752588738,745.171,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000504_20min_s2_mODC_tef2-mCherry_none,2252.1,217.60257525887377,819.3509999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000506_20min_s2_mODC_tef2-mCherry_none,887.914,208.07157525887368,475.2339999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000508_20min_s2_mODC_tef2-mCherry_none,3365,211.3345752588737,733.961,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000511_20min_s2_mODC_tef2-mCherry_none,3268.73,415.80457525887374,667.442,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000513_20min_s2_mODC_tef2-mCherry_none,3048.82,401.8975752588737,627.578,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000514_20min_s2_mODC_tef2-mCherry_none,2999.12,365.6765752588737,785.6309999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000515_20min_s2_mODC_tef2-mCherry_none,3003.9,366.20757525887376,766.8109999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000516_20min_s2_mODC_tef2-mCherry_none,3317.21,324.5505752588737,575.836,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000517_20min_s2_mODC_tef2-mCherry_none,1148.6,141.38457525887378,570.8779999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000518_20min_s2_mODC_tef2-mCherry_none,3275,431.0955752588737,972.421,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000519_20min_s2_mODC_tef2-mCherry_none,950.371,224.65857525887375,590.586,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000520_20min_s2_mODC_tef2-mCherry_none,2745.73,311.5235752588738,823.1510000000001,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000521_20min_s2_mODC_tef2-mCherry_none,3183.45,177.03157525887372,709.5409999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000522_20min_s2_mODC_tef2-mCherry_none,3817.29,219.32857525887377,681.496,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000523_20min_s2_mODC_tef2-mCherry_none,2805.27,191.7435752588737,749.1610000000001,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000524_20min_s2_mODC_tef2-mCherry_none,2111.41,239.34557525887368,841.8009999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000525_20min_s2_mODC_tef2-mCherry_none,1378.27,242.66357525887375,628.957,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000526_20min_s2_mODC_tef2-mCherry_none,2405.82,276.83357525887374,690.5889999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000528_20min_s2_mODC_tef2-mCherry_none,816.824,173.58757525887376,643.26,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000529_20min_s2_mODC_tef2-mCherry_none,2921.28,436.62557525887377,496.6579999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000530_20min_s2_mODC_tef2-mCherry_none,2968.82,326.5615752588737,970.491,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000531_20min_s2_mODC_tef2-mCherry_none,1054.13,124.32057525887367,706.9309999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000532_20min_s2_mODC_tef2-mCherry_none,3436.9,481.85557525887367,706.471,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000533_20min_s2_mODC_tef2-mCherry_none,2171.26,55.49657525887373,833.4010000000001,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000534_20min_s2_mODC_tef2-mCherry_none,1871.65,286.88657525887373,926.541,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000535_20min_s2_mODC_tef2-mCherry_none,3105.81,263.65957525887376,577.7729999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000536_20min_s2_mODC_tef2-mCherry_none,3257.51,130.54357525887377,742.3209999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000538_20min_s2_mODC_tef2-mCherry_none,3770.87,105.10757525887372,1119.541,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000539_20min_s2_mODC_tef2-mCherry_none,3129.68,338.66457525887375,837.921,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000541_20min_s2_mODC_tef2-mCherry_none,3011.03,270.5615752588737,571.2819999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000542_20min_s2_mODC_tef2-mCherry_none,1903.44,361.9365752588737,819.8009999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000543_20min_s2_mODC_tef2-mCherry_none,1190.51,192.5525752588738,420.972,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000546_20min_s2_mODC_tef2-mCherry_none,3163.72,480.12557525887365,924.941,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000547_20min_s2_mODC_tef2-mCherry_none,3405.47,531.3155752588737,723.3309999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000548_20min_s2_mODC_tef2-mCherry_none,2989.9,188.9605752588737,738.201,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000550_20min_s2_mODC_tef2-mCherry_none,1274,303.09657525887377,803.171,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000551_20min_s2_mODC_tef2-mCherry_none,2871.64,328.4735752588737,862.5509999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000552_20min_s2_mODC_tef2-mCherry_none,1580.29,89.25857525887368,602.0889999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000553_20min_s2_mODC_tef2-mCherry_none,3424.85,369.3365752588738,667.659,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000554_20min_s2_mODC_tef2-mCherry_none,2791.94,471.7355752588738,642.39,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000555_20min_s2_mODC_tef2-mCherry_none,3820.15,554.9055752588736,603.722,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000556_20min_s2_mODC_tef2-mCherry_none,605.252,273.4375752588738,567.673,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000557_20min_s2_mODC_tef2-mCherry_none,1547.1,226.63557525887376,494.164,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000558_20min_s2_mODC_tef2-mCherry_none,914.522,245.1625752588737,599.8149999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000559_20min_s2_mODC_tef2-mCherry_none,3062.26,79.46157525887376,653.399,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000560_20min_s2_mODC_tef2-mCherry_none,3396.61,157.1815752588737,788.031,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000561_20min_s2_mODC_tef2-mCherry_none,2726.95,224.74757525887372,802.671,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000563_20min_s2_mODC_tef2-mCherry_none,2765.58,365.5465752588737,783.191,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000564_20min_s2_mODC_tef2-mCherry_none,4113.81,256.3985752588738,569.24,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000565_20min_s2_mODC_tef2-mCherry_none,3524.54,523.1955752588738,947.451,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000566_20min_s2_mODC_tef2-mCherry_none,1006.85,266.4205752588737,670.127,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000568_20min_s2_mODC_tef2-mCherry_none,2991.9,527.0155752588737,610.516,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000569_20min_s2_mODC_tef2-mCherry_none,3596.87,698.6655752588738,729.2009999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000570_20min_s2_mODC_tef2-mCherry_none,3018.52,412.38657525887373,890.461,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000572_20min_s2_mODC_tef2-mCherry_none,3127.6,488.25557525887376,682.317,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000574_20min_s2_mODC_tef2-mCherry_none,791.695,336.2935752588738,471.4599999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000575_20min_s2_mODC_tef2-mCherry_none,612.264,197.06457525887373,846.8509999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000576_20min_s2_mODC_tef2-mCherry_none,428.751,184.4365752588737,535.924,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000577_20min_s2_mODC_tef2-mCherry_none,1231.94,121.13357525887368,622.058,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000578_20min_s2_mODC_tef2-mCherry_none,2854.67,348.9655752588737,872.941,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000581_20min_s2_mODC_tef2-mCherry_none,1779.95,165.26857525887368,647.285,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000582_20min_s2_mODC_tef2-mCherry_none,2358.27,217.30557525887372,925.081,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000583_20min_s2_mODC_tef2-mCherry_none,2355.44,188.72257525887375,859.4010000000001,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000585_20min_s2_mODC_tef2-mCherry_none,3233.15,257.4415752588737,921.781,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000586_20min_s2_mODC_tef2-mCherry_none,2575.46,219.5275752588737,658.66,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000587_20min_s2_mODC_tef2-mCherry_none,1168.62,465.4855752588738,728.3309999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000588_20min_s2_mODC_tef2-mCherry_none,3066.88,588.3255752588736,829.5609999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000590_20min_s2_mODC_tef2-mCherry_none,3000.97,251.50657525887377,822.1009999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000591_20min_s2_mODC_tef2-mCherry_none,1064.28,391.73157525887376,657.2289999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000593_20min_s2_mODC_tef2-mCherry_none,453.948,212.8835752588737,499.415,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000594_20min_s2_mODC_tef2-mCherry_none,3272.37,41.70657525887377,840.0609999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000596_20min_s2_mODC_tef2-mCherry_none,2429.7,93.62557525887377,657.7539999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000597_20min_s2_mODC_tef2-mCherry_none,2464.27,427.7155752588737,870.8309999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000598_20min_s2_mODC_tef2-mCherry_none,1401.53,416.9515752588738,762.171,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000599_20min_s2_mODC_tef2-mCherry_none,2474.12,613.6155752588736,706.0509999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000600_20min_s2_mODC_tef2-mCherry_none,3644.6,405.0855752588737,877.0609999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000601_20min_s2_mODC_tef2-mCherry_none,3663.02,387.8145752588738,913.211,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000602_20min_s2_mODC_tef2-mCherry_none,3670.09,580.7455752588737,808.761,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000604_20min_s2_mODC_tef2-mCherry_none,386.041,438.8255752588737,323.74299999999994,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000605_20min_s2_mODC_tef2-mCherry_none,3359.05,754.5555752588737,587.607,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000606_20min_s2_mODC_tef2-mCherry_none,2939.69,492.8455752588737,644.439,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000609_20min_s2_mODC_tef2-mCherry_none,1848.77,269.1705752588737,979.571,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000610_20min_s2_mODC_tef2-mCherry_none,1969.3,297.0915752588738,708.4509999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000611_20min_s2_mODC_tef2-mCherry_none,1001.21,88.04057525887372,457.5999999999999,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000613_20min_s2_mODC_tef2-mCherry_none,2150.46,592.7755752588737,738.421,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000614_20min_s2_mODC_tef2-mCherry_none,2166.25,151.7345752588737,554.405,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000615_20min_s2_mODC_tef2-mCherry_none,3625.44,306.2625752588737,675.466,mODC,tef2-mCherry,none,20min,20min_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000335_20min_s3_mODC_tef2-mCherry_none,1586.77,111.78757525887367,624.924,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000338_20min_s3_mODC_tef2-mCherry_none,2933.96,178.97157525887377,721.372,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000339_20min_s3_mODC_tef2-mCherry_none,4153.16,194.98957525887369,672.082,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000345_20min_s3_mODC_tef2-mCherry_none,3023.39,207.49757525887372,752.3119999999999,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000346_20min_s3_mODC_tef2-mCherry_none,2883.07,416.7255752588737,705.0419999999999,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000347_20min_s3_mODC_tef2-mCherry_none,1034.85,333.1995752588737,657.889,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000353_20min_s3_mODC_tef2-mCherry_none,4014.48,152.77057525887375,679.265,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000355_20min_s3_mODC_tef2-mCherry_none,2791.22,265.8105752588737,836.472,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000356_20min_s3_mODC_tef2-mCherry_none,1068.34,129.35557525887367,560.924,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000361_20min_s3_mODC_tef2-mCherry_none,3336.79,282.3745752588737,653.1899999999999,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000374_20min_s3_mODC_tef2-mCherry_none,3227.87,286.80457525887374,788.672,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000382_20min_s3_mODC_tef2-mCherry_none,2981.75,420.2425752588737,622.51,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000383_20min_s3_mODC_tef2-mCherry_none,2976.76,339.60157525887377,697.87,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000391_20min_s3_mODC_tef2-mCherry_none,1462.18,376.8605752588738,747.942,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000394_20min_s3_mODC_tef2-mCherry_none,1665.36,215.0125752588737,812.952,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000398_20min_s3_mODC_tef2-mCherry_none,967.359,368.5475752588737,620.347,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000403_20min_s3_mODC_tef2-mCherry_none,2847.43,149.32857525887374,648.447,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000407_20min_s3_mODC_tef2-mCherry_none,3721.94,233.25957525887375,832.1320000000001,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000411_20min_s3_mODC_tef2-mCherry_none,3607.8,75.95557525887368,950.082,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000414_20min_s3_mODC_tef2-mCherry_none,1104.55,382.2345752588737,942.842,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000000415_20min_s3_mODC_tef2-mCherry_none,4289.22,357.94857525887375,713.512,mODC,tef2-mCherry,none,20min,20min_s3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
