cell.id,area,gfpMeanBgAFsub,mcherryMeanBgAFsub,degron,red,treatment,experiment,exp.field,Elip_B,Elip_C,no.of.voxels,pos.x,pos.y,spheracity,volume,area.puncta,pos.x.puncta,pos.y.puncta,rfp.mean.bg.sub,dapi.mean.bg.sub,rfp.mean.bg.sub.puncta,dapi.mean.bg.sub.puncta,no.bud.scars
1000011701_20min_s7_stable_tef2-mCherry_none,1545.3,6229.687,1130.248,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011702_20min_s7_stable_tef2-mCherry_none,1456.39,6242.567,992.068,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011703_20min_s7_stable_tef2-mCherry_none,2276.6,6948.647,1111.148,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011704_20min_s7_stable_tef2-mCherry_none,743.846,3329.497,495.23799999999994,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011705_20min_s7_stable_tef2-mCherry_none,1670.47,7754.717,1238.388,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011706_20min_s7_stable_tef2-mCherry_none,580.181,3250.387,677.838,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011707_20min_s7_stable_tef2-mCherry_none,1634.35,5904.977,1109.818,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011708_20min_s7_stable_tef2-mCherry_none,1071.12,368.807,1381.138,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011709_20min_s7_stable_tef2-mCherry_none,1644.2,5182.757,1310.748,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011711_20min_s7_stable_tef2-mCherry_none,1474.75,3853.287,1091.468,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011712_20min_s7_stable_tef2-mCherry_none,1350.84,4278.3369999999995,1048.758,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011713_20min_s7_stable_tef2-mCherry_none,2129.83,3772.327,1048.948,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011715_20min_s7_stable_tef2-mCherry_none,1035.27,2794.907,690.658,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011716_20min_s7_stable_tef2-mCherry_none,1510.8,5157.347,1163.148,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011718_20min_s7_stable_tef2-mCherry_none,1753.9,6124.9169999999995,976.218,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011719_20min_s7_stable_tef2-mCherry_none,1394.48,4165.187,904.768,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011720_20min_s7_stable_tef2-mCherry_none,1673.99,5829.817,1364.658,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011721_20min_s7_stable_tef2-mCherry_none,2124.19,5715.236999999999,991.798,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011722_20min_s7_stable_tef2-mCherry_none,1228.3,4748.757,823.028,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011723_20min_s7_stable_tef2-mCherry_none,1452.75,6356.517,1125.918,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011724_20min_s7_stable_tef2-mCherry_none,1208.51,5056.967,1048.458,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011725_20min_s7_stable_tef2-mCherry_none,1376.33,4392.736999999999,1029.918,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011726_20min_s7_stable_tef2-mCherry_none,1671.99,4618.067,927.078,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011727_20min_s7_stable_tef2-mCherry_none,1963.86,6837.347,1198.608,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011728_20min_s7_stable_tef2-mCherry_none,1718.05,7749.526999999999,1031.048,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011729_20min_s7_stable_tef2-mCherry_none,828.974,1438.227,1043.848,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011730_20min_s7_stable_tef2-mCherry_none,1931.65,5675.177,1232.768,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011731_20min_s7_stable_tef2-mCherry_none,1634.35,6637.767,1105.138,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011732_20min_s7_stable_tef2-mCherry_none,1821.75,7196.937,1068.898,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011733_20min_s7_stable_tef2-mCherry_none,2193.47,5490.007,1217.458,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011734_20min_s7_stable_tef2-mCherry_none,1201.37,1176.767,2004.698,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011735_20min_s7_stable_tef2-mCherry_none,2665.1,6453.647,1059.538,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011736_20min_s7_stable_tef2-mCherry_none,1201.23,4394.397,978.338,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011737_20min_s7_stable_tef2-mCherry_none,1274.57,5780.897,850.288,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011738_20min_s7_stable_tef2-mCherry_none,1638.71,2483.807,1061.408,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011739_20min_s7_stable_tef2-mCherry_none,463.797,529.2170000000001,1711.528,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011741_20min_s7_stable_tef2-mCherry_none,1777.9,2144.847,1492.538,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011743_20min_s7_stable_tef2-mCherry_none,593.194,3410.637,665.521,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011745_20min_s7_stable_tef2-mCherry_none,1238.51,1021.357,1860.268,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011746_20min_s7_stable_tef2-mCherry_none,1749.9,4470.937,1174.778,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011747_20min_s7_stable_tef2-mCherry_none,1500.59,4882.147,1399.438,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011748_20min_s7_stable_tef2-mCherry_none,1623.72,5432.547,1105.348,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011749_20min_s7_stable_tef2-mCherry_none,1535.72,6084.706999999999,963.038,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011750_20min_s7_stable_tef2-mCherry_none,1001,3317.207,1306.878,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011751_20min_s7_stable_tef2-mCherry_none,1757.9,7264.717,1160.218,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011752_20min_s7_stable_tef2-mCherry_none,354.133,1757.687,447.356,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011753_20min_s7_stable_tef2-mCherry_none,2634.95,3753.897,1160.848,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011754_20min_s7_stable_tef2-mCherry_none,2065.05,7130.956999999999,1137.798,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011756_20min_s7_stable_tef2-mCherry_none,1935.81,5633.736999999999,1134.358,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011757_20min_s7_stable_tef2-mCherry_none,647.16,574.3969999999999,17.174999999999983,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011758_20min_s7_stable_tef2-mCherry_none,1867.03,3335.2670000000003,1127.138,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011759_20min_s7_stable_tef2-mCherry_none,1494.39,4531.5869999999995,1193.268,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011760_20min_s7_stable_tef2-mCherry_none,729.996,2590.657,521.967,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011761_20min_s7_stable_tef2-mCherry_none,1048.34,3150.237,1305.468,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011762_20min_s7_stable_tef2-mCherry_none,1610.29,4852.456999999999,1209.098,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011763_20min_s7_stable_tef2-mCherry_none,1641.63,3089.297,1099.258,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011764_20min_s7_stable_tef2-mCherry_none,1493.82,3191.977,922.418,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011765_20min_s7_stable_tef2-mCherry_none,1910.22,5768.446999999999,1314.458,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011766_20min_s7_stable_tef2-mCherry_none,1423.76,4778.906999999999,1041.378,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011767_20min_s7_stable_tef2-mCherry_none,1730.62,4852.036999999999,1319.428,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011768_20min_s7_stable_tef2-mCherry_none,2288.6,4290.507,1290.928,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011769_20min_s7_stable_tef2-mCherry_none,811.904,4738.1669999999995,623.206,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011770_20min_s7_stable_tef2-mCherry_none,2015.92,6563.637,1039.448,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011771_20min_s7_stable_tef2-mCherry_none,1945.65,6511.317,1155.218,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011772_20min_s7_stable_tef2-mCherry_none,1779.33,2530.007,1186.058,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011773_20min_s7_stable_tef2-mCherry_none,1740.62,3165.137,1273.688,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011774_20min_s7_stable_tef2-mCherry_none,1783.9,4742.177,1358.488,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011776_20min_s7_stable_tef2-mCherry_none,1987.92,5006.9169999999995,1255.558,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011777_20min_s7_stable_tef2-mCherry_none,1053.27,4508.366999999999,914.188,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011778_20min_s7_stable_tef2-mCherry_none,1238.51,3708.037,824.6279999999999,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011780_20min_s7_stable_tef2-mCherry_none,1009,6893.177,1117.778,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011781_20min_s7_stable_tef2-mCherry_none,1868.37,4122.007,1276.118,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011782_20min_s7_stable_tef2-mCherry_none,1482.59,3935.907,1120.138,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011783_20min_s7_stable_tef2-mCherry_none,3145.45,2633.707,2303.328,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011784_20min_s7_stable_tef2-mCherry_none,1612.71,5344.647,1196.158,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011785_20min_s7_stable_tef2-mCherry_none,1392.69,4891.177,1036.768,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011786_20min_s7_stable_tef2-mCherry_none,2315.85,5956.387,1057.978,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011787_20min_s7_stable_tef2-mCherry_none,791.695,2319.107,894.058,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011788_20min_s7_stable_tef2-mCherry_none,1807.18,6567.326999999999,975.198,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011789_20min_s7_stable_tef2-mCherry_none,605.461,430.44700000000006,6.436999999999983,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011790_20min_s7_stable_tef2-mCherry_none,1180.24,6672.736999999999,1058.858,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011791_20min_s7_stable_tef2-mCherry_none,1601.57,5452.1269999999995,1168.778,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011792_20min_s7_stable_tef2-mCherry_none,1037.06,5547.326999999999,1131.898,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011793_20min_s7_stable_tef2-mCherry_none,2352.87,7023.347,1532.378,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011794_20min_s7_stable_tef2-mCherry_none,2367.85,4501.526999999999,1100.788,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011795_20min_s7_stable_tef2-mCherry_none,1810.31,5251.446999999999,1073.698,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011796_20min_s7_stable_tef2-mCherry_none,1903.6,6018.576999999999,885.008,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011797_20min_s7_stable_tef2-mCherry_none,777.695,1280.677,1072.468,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011798_20min_s7_stable_tef2-mCherry_none,1893.6,2521.747,1191.628,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011799_20min_s7_stable_tef2-mCherry_none,1752.26,4967.996999999999,1064.068,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011800_20min_s7_stable_tef2-mCherry_none,443.53,1514.067,499.135,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011801_20min_s7_stable_tef2-mCherry_none,1172.81,729.6970000000001,2055.418,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011802_20min_s7_stable_tef2-mCherry_none,1436.53,4095.987,1028.688,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011803_20min_s7_stable_tef2-mCherry_none,1252.72,4766.897,735.568,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011804_20min_s7_stable_tef2-mCherry_none,2451.49,5843.927,943.928,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011805_20min_s7_stable_tef2-mCherry_none,1500.59,6664.076999999999,1165.968,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011806_20min_s7_stable_tef2-mCherry_none,1788.83,3169.077,1119.858,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011807_20min_s7_stable_tef2-mCherry_none,2223.89,7726.877,1201.538,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011808_20min_s7_stable_tef2-mCherry_none,812.974,3177.597,563.401,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011809_20min_s7_stable_tef2-mCherry_none,701.009,4012.577,673.728,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011810_20min_s7_stable_tef2-mCherry_none,1846.31,6261.597,1108.878,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011811_20min_s7_stable_tef2-mCherry_none,1565.67,6003.227,916.038,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011812_20min_s7_stable_tef2-mCherry_none,2674.17,6148.5869999999995,1142.598,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011813_20min_s7_stable_tef2-mCherry_none,2137.47,4057.387,1246.508,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011814_20min_s7_stable_tef2-mCherry_none,747.636,4118.227,533.071,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011815_20min_s7_stable_tef2-mCherry_none,1947.08,7707.106999999999,1366.498,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011817_20min_s7_stable_tef2-mCherry_none,1784.31,9003.617,1191.338,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011818_20min_s7_stable_tef2-mCherry_none,1863.44,4884.196999999999,868.1179999999999,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011819_20min_s7_stable_tef2-mCherry_none,1973.14,7930.877,1081.278,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011820_20min_s7_stable_tef2-mCherry_none,1520.03,4611.986999999999,1170.958,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011821_20min_s7_stable_tef2-mCherry_none,1296.78,6983.847,930.578,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011823_20min_s7_stable_tef2-mCherry_none,815.184,1148.067,785.858,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011824_20min_s7_stable_tef2-mCherry_none,1258.57,3695.817000000001,820.318,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011825_20min_s7_stable_tef2-mCherry_none,2263.32,4896.8769999999995,995.038,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011826_20min_s7_stable_tef2-mCherry_none,1482.75,6488.4169999999995,1184.958,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011828_20min_s7_stable_tef2-mCherry_none,2145.83,3884.607,1038.538,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011829_20min_s7_stable_tef2-mCherry_none,2211.89,5325.147,1179.888,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011832_20min_s7_stable_tef2-mCherry_none,1863.8,4287.776999999999,1134.618,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011833_20min_s7_stable_tef2-mCherry_none,1700.41,3957.937,1110.648,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011834_20min_s7_stable_tef2-mCherry_none,1128.19,843.1970000000001,1634.878,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011835_20min_s7_stable_tef2-mCherry_none,1214.66,4755.007,981.468,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011836_20min_s7_stable_tef2-mCherry_none,487.646,988.117,2334.448,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011837_20min_s7_stable_tef2-mCherry_none,998.789,4887.6269999999995,806.348,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011838_20min_s7_stable_tef2-mCherry_none,1750.83,6577.826999999999,1046.448,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011839_20min_s7_stable_tef2-mCherry_none,1615.72,5336.687,1077.788,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011840_20min_s7_stable_tef2-mCherry_none,1454.54,3534.837,772.278,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000011841_20min_s7_stable_tef2-mCherry_none,1178.24,6044.446999999999,1158.528,stable,tef2-mCherry,none,20min,20min_s7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
