cell.id,f,dy,dm,value,degron,red,treatment,model,aic,exp.field,colony,gfp.mean.bg.af.sub.new,area,Elip_B,Elip_C,no.of.voxels,pos.x,pos.y,spheracity,rfp.mean.bg.sub.puncta,rfp.sum.bg.sub.puncta,dapi.sum.bg.sub.puncta,dapi.mean.bg.sub.puncta
1000000000_20min_s3_mODC_pup1-rfp_2.5uM,0.1,0.03966812144034889,1884.2530250378593,0.1028686601275961,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-170.9569730528678,20min_s3,1,215.45099999999996,2491.19,19.3724,24.1469,1173,921.023,1012.86,0.333527,135.61700000000002,24139.826,1088.1239999999962,6.1129999999999995
1000000000_20min_s5_mODC_pup1-rfp_dmso2,0,0.07787916716714739,0.5031795527574571,0.02599418164936042,yeGFP-mODC,pup1-rfp,DMSO,dy.dm.f.0.1,-213.5999623493797,20min_s5,2,157.17512026286602,4041.91,25.3649,30.3401,1928,754.231,921.548,0.288135,182.619,59533.761999999995,3269.613999999994,10.028999999999996
1000000000_20min_s6_mODC_pup1-rfp_1uM,0,0.03981578118951461,86.76287619467416,0.03547659903606976,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-203.9589447791591,20min_s6,2,629.79525,2819.51,21.918,24.3142,1331,1082.53,827.255,0.321371,156.62699999999998,31795.360999999997,1251.71875,6.166249999999991
1000000001_20min_s3_mODC_pup1-rfp_2.5uM,0,0.04780942689211309,0.3349970799335809,0.02598991870588942,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-213.60504664426963,20min_s3,1,364.934,3004.32,22.6438,25.1944,1424,1166.42,780.632,0.315378,131.798,21483.071,-138.7459999999992,-0.8509999999999991
1000000001_20min_s5_mODC_pup1-rfp_1uM,0,0.06317476886952193,3.1378576276319636,0.03238568273626142,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-206.7848075248176,20min_s5,2,502.1577999999999,2054.99,18.6841,20.5648,962,1126.22,794.985,0.353468,166.4056,38938.8164,-1268.1399999999994,-5.419000000000011
1000000001_20min_s5_mODC_pup1-rfp_2.5uM,0.1,0.04386297729418126,289.3969928620071,0.24472499928154232,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-144.0898280129225,20min_s5,2,691.612,944.94,12.6326,13.6329,430,1151.75,793.844,0.442265,161.86374999999998,26221.9715,-1743.7560000000012,-10.763999999999982
1000000001_20min_s6_mODC_pup1-rfp_5uM,0.1,0.00596722448148114,4.362624584520642,0.01628526572926702,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-228.09593355086193,20min_s6,2,813.45875,2704.95,21.9476,23.2566,1277,1175.11,657.055,0.325511,206.955,65811.84,2597.7420000000056,8.169000000000011
1000000001_20min_s7_mODC_pup1-rfp_1uM,0.1,0.07826627089685924,3941.813420026829,0.15469016467414007,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-158.3098674449679,20min_s7,3,129.484,2669.73,19.5356,25.7964,1260,1086.02,898.198,0.326606,101.946,12131.538,832.9240000000009,6.998999999999995
1000000001_20min_s8_mODC_pup1-rfp_dmso2,0,0.1291591832209772,0.3538109630112218,0.04499847248214245,yeGFP-mODC,pup1-rfp,DMSO,dy.dm.f.0.1,-196.58853211254583,20min_s8,3,157.660120262866,3256.95,18.5981,33.1859,1538,867.534,940.619,0.306367,148.178,32599.2,2853.8799999999974,12.97199999999998
1000000002_20min_s4_mODC_pup1-rfp_2.5uM,0,0.05891523718569515,0.18137911171565943,0.03680429478839336,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-202.81996610576655,20min_s4,1,304.581,2862.65,22.8037,23.6745,1354,1002.57,922.457,0.320166,173.82,46062.275,2711.2000000000044,10.230999999999996
1000000002_20min_s5_mODC_pup1-rfp_1uM,0.1,0.04725487112720158,71.04998402619984,0.02110158419330036,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-220.0642253321257,20min_s5,2,481.6468,3320.58,23.2305,27.0464,1577,947.847,1000.07,0.306079,184.8496,50279.1712,-397.1200000000026,-1.460000000000008
1000000002_20min_s6_mODC_pup1-rfp_1uM,0.1,0.04422472352771058,123.71888136107653,0.02497087311748442,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-214.8450048069541,20min_s6,2,373.76725,2424.93,20.5923,22.1019,1141,1041.98,883.598,0.336373,133.987,19428.115,139.65625,0.963249999999988
1000000002_20min_s7_mODC_pup1-rfp_5uM,0,0.04171048193902201,121.59540785914932,0.00403644951589143,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-271.337687328421,20min_s7,3,337.30075,3387.62,22.8508,28.1858,1610,1114.49,828.07,0.304068,132.46300000000002,31658.717,-631.6200000000026,-2.6430000000000007
1000000002_20min_s8_mODC_pup1-rfp_1uM,0.1,0.03068438141800803,818.745974054221,0.14082345749450498,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-161.2212990149872,20min_s8,3,223.17499999999995,4013.67,24.5232,31.3014,1915,1167.11,804.042,0.288599,118.672,22310.304,2421.884000000002,12.882000000000003
1000000002_20min_s8_mODC_pup1-rfp_2.5uM,0,0.05751561783110058,308.9770278684239,0.02668744564210519,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-212.78402610861917,20min_s8,3,186.683,3182.73,22.5468,26.8128,1509,1138.87,699.93,0.30982,169.97500000000002,46063.127,1451.1270000000004,5.35499999999999
1000000002_20min_s8_mODC_pup1-rfp_5uM,0.1,0.01424660989258952,4.039928789226404,0.0094261989256528,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-245.04573608898292,20min_s8,3,360.40475,2045.77,17.2631,22.1555,958,780.138,1021.42,0.353818,156.813,31362.6,1247,6.234999999999985
1000000003_20min_s3_mODC_pup1-rfp_2.5uM,0.00831311591213746,0.03787496590101411,0.1821274755109277,0.02166497027811521,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-219.24741980499655,20min_s3,1,671.02,2360.06,19.5147,22.7614,1110,1084.26,881.803,0.338889,165.714,33308.517,634.2579999999944,3.1559999999999775
1000000003_20min_s7_mODC_pup1-rfp_2.5uM,0.1,0.02827569824634901,118.74994345431692,0.22204838686957792,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-147.10426216065107,20min_s7,3,176.92100000000005,2446.15,21.1138,21.8206,1151,869.67,828.961,0.335649,156.795,26498.331,2711.9050000000025,16.046999999999997
1000000004_20min_s3_mODC_pup1-rfp_2.5uM,0.01145552965640059,0.0266111087178984,0.29146683228981957,0.0120137131732458,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-237.52650537271205,20min_s3,1,706.0799999999999,3445.47,23.7949,27.5413,1638,1062.29,919.938,0.30249,142.03200000000004,28264.283,-62.05800000000454,-0.3120000000000118
1000000004_20min_s5_mODC_pup1-rfp_1uM,0,0.06160673056353775,1.51692547370737,0.0586692914610887,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-188.36460715580617,20min_s5,2,294.4538,2523.25,19.4748,24.4384,1188,1160.23,815.732,0.332046,148.3626,24479.909,-1532.1500000000017,-9.286
1000000004_20min_s7_mODC_pup1-rfp_1uM,0.1,0.04342309441185452,73.25378547662754,0.14388025917293726,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-160.55559296317804,20min_s7,3,275.48799999999994,2810.76,19.8803,26.7752,1326,1071.54,977.385,0.321115,132.746,18186.174,978.652000000002,7.143000000000001
1000000004_20min_s7_mODC_pup1-rfp_5uM,0,0.02612324456723924,0.6085479831506755,0.00945417943477962,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-244.9538527165853,20min_s7,3,511.52575,3364.9,21.8588,29.2109,1597,1163.1,821.025,0.304412,201.39299999999997,63035.939,-956.5400000000008,-3.0560000000000116
1000000004_20min_s8_mODC_pup1-rfp_1uM,0.1,0.07710275214084573,277.78280486153324,0.30790439998674674,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-136.97054728816698,20min_s8,3,135.29999999999998,2540.42,21.0186,22.7793,1197,1091.72,912.528,0.331854,149.298,29859.6,3336.5999999999985,16.682999999999993
1000000004_20min_s8_mODC_pup1-rfp_5uM,0,0.02685354421590955,0.3744595951446633,0.01011140478767466,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-242.87043380298132,20min_s8,3,615.7327499999999,1715.9,15.1769,21.1228,798,897.16,924.757,0.372224,144.66699999999997,26907.988,1437.0299999999988,7.725999999999999
1000000005_20min_s4_mODC_pup1-rfp_2.5uM,0,0.07538450723154945,0.1973265181256004,0.05487343697963184,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-190.43810596869935,20min_s4,1,246.07500000000005,3300.58,23.0879,27.0975,1567,1059.41,882.05,0.306585,215.856,68857.965,6791.9200000000055,21.290999999999997
1000000005_20min_s5_mODC_pup1-rfp_2.5uM,0.1,0.04401412068717016,164.6810704757069,0.16474893436239188,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-156.35691312778516,20min_s5,2,344.563,3273.75,21.7447,28.4697,1547,1176.16,857.287,0.306884,221.98375,65041.24475,-2996.0339999999997,-10.224999999999994
1000000005_20min_s6_mODC_pup1-rfp_1uM,0,0.07751492039141125,0.9288178488577576,0.05520296045755879,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-190.2525029044899,20min_s6,2,248.48725,2625.25,20.933,23.6416,1239,1019.1,928.661,0.328592,150.81199999999998,31972.244,1147.125,5.4112499999999955
1000000005_20min_s6_mODC_pup1-rfp_dmso2,0,0.09874513127261351,0.5995165609826145,0.05175295712457457,yeGFP-mODC,pup1-rfp,DMSO,dy.dm.f.0.1,-192.25308822396607,20min_s6,2,184.579120262866,2718.72,22.3274,23.1587,1285,1145.75,856.839,0.324904,176.19600000000003,39820.284,769.3539999999994,3.4039999999999964
1000000005_20min_s7_mODC_pup1-rfp_1uM,0.1,0.03174075040188274,4241.1848047656595,0.13123507721490782,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-163.4073208619643,20min_s7,3,208.74699999999996,2927.48,21.7856,25.4013,1386,1131.8,934.36,0.317911,162.466,47602.686,1447.6280000000042,4.9410000000000025
1000000005_20min_s8_mODC_pup1-rfp_5uM,0.00891839464372409,0.03131127474057374,0.14565808131016034,0.00675480900927607,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-255.3761213794296,20min_s8,3,540.85175,3165.65,21.5374,27.8986,1498,998.998,848.537,0.30992,184.77099999999996,44344.92,1465.199999999997,6.10499999999999
1000000006_20min_s5_mODC_pup1-rfp_1uM,0,0.06361470981015835,0.26340257392832395,0.03042586736415844,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-208.7199294385869,20min_s5,2,343.3048,2472.69,20.8095,22.4354,1166,1000.99,1001.94,0.334463,158.97359999999998,31635.805399999997,-900.2900000000009,-4.524000000000001
1000000006_20min_s6_mODC_pup1-rfp_1uM,0,0.03526542941324987,1.123544358106794,0.02455343549112545,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-215.3676117148342,20min_s6,2,550.52525,3160.96,21.8216,27.4387,1497,1107.48,856.988,0.310533,172.759,39389.036,678.625,2.976249999999993
1000000006_20min_s7_mODC_pup1-rfp_2.5uM,0.1,0.01348917588348762,10.039326824840646,0.00843429405318286,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-248.49253036975512,20min_s7,3,548.5590000000001,3820.57,24.938,29.1793,1820,912.448,819.553,0.293058,234.534,73174.688,4987.440000000002,15.985000000000014
1000000006_20min_s8_mODC_pup1-rfp_1uM,0.1,0.0707081377274225,312.18716435610236,0.0928148334971342,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-174.14521639461933,20min_s8,3,175.50400000000002,3473.32,23.0339,28.6584,1651,1028.9,994.132,0.301654,133.162,24768.088,1124.5980000000018,6.045999999999992
1000000007_20min_s5_mODC_pup1-rfp_1uM,0,0.05420370023951808,0.30755777519043503,0.03553328454620172,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-203.9094516354245,20min_s5,2,392.6458,1274.15,10.4585,22.5862,567,988.544,1032.37,0.401551,164.77859999999998,21586.0126,-1135.010000000002,-8.664000000000016
1000000007_20min_s6_mODC_pup1-rfp_dmso2,0,0.1120263791484347,0.4016961013082568,0.02587295318175455,yeGFP-mODC,pup1-rfp,DMSO,dy.dm.f.0.1,-213.74487451202015,20min_s6,2,173.942120262866,3137.3,23.0035,25.9818,1487,1135.56,898.095,0.311072,168.723,43699.206,203.71100000000297,0.7870000000000061
1000000007_20min_s7_mODC_pup1-rfp_1uM,0.1,0.08147841384182251,473.35373823365137,0.1877874055181835,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-152.29939144852307,20min_s7,3,171.60699999999997,3355.59,23.0532,27.5894,1579,1078.64,1021.69,0.304692,216.565,78829.52799999999,3346.944000000003,9.194999999999991
1000000007_20min_s8_mODC_pup1-rfp_5uM,0.1,0.02427976780925517,0.26635355390782683,0.01598307875075905,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-228.67656886699615,20min_s8,3,821.92975,1120.4,12.017,17.0551,513,824.892,1011.03,0.421319,101.774,6513.512,-173.28000000000063,-2.707000000000022
1000000008_20min_s4_mODC_pup1-rfp_2.5uM,0,0.0655122676918717,0.1405682620425188,0.03892202790733096,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-201.08564581306092,20min_s4,1,242.57500000000005,2908.14,21.1242,25.9914,1375,965.517,1018.89,0.318465,173.64500000000004,35597.175,-1599.5999999999983,-7.802999999999997
1000000008_20min_s4_mODC_pup1-rfp_5uM,0.0131553746654458,0.0140387861337601,0.25634902128542425,0.00862654546502635,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-247.79384891976787,20min_s4,1,344.86875,2565.82,21.1786,22.856,1210,1146.58,824.793,0.330645,120.437,24448.72,203.2410000000018,1.0010000000000048
1000000008_20min_s5_mODC_pup1-rfp_2.5uM,0.1,0.01616144783573369,1144.5743480139572,0.09887547681659292,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-172.18431828416175,20min_s5,2,280.48699999999997,4327.06,24.9273,33.1118,2064,1095.04,989.049,0.281742,183.19175,53675.24475,-6032.034,-20.58699999999999
1000000008_20min_s6_mODC_pup1-rfp_2.5uM,0.1,0.01349898787447379,94.36228692161288,0.08997009747118254,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-175.11021867860194,20min_s6,2,325.346,3215.36,22.0054,27.7259,1525,1159.08,873.888,0.308745,113.44400000000002,15088.113,-529.6500000000015,-3.9819999999999993
1000000008_20min_s8_mODC_pup1-rfp_2.5uM,0.02842566572070154,0.07446002374876096,3682.363811242457,0.03185591788506819,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-207.29609872903984,20min_s8,3,229.7860000000001,1763.33,17.229,19.0793,821,1091.01,797.41,0.369624,83.953,4113.713,226.71299999999977,4.6270000000000095
1000000008_20min_s8_mODC_pup1-rfp_5uM,0.1,0.02532257643203155,83.51262937781064,0.02048632097938043,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-220.98153776968505,20min_s8,3,487.9707499999999,2250.18,19.1221,22.1028,1056,972.459,876.596,0.344146,178.834,37555.18,1500.5499999999956,7.144999999999982
1000000009_20min_s3_mODC_pup1-rfp_2.5uM,0,0.03736201851395504,2.5301798093546184,0.01546775502100817,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-229.6925333768796,20min_s3,1,255.098,3832.36,24.4006,29.8658,1826,1114.09,927.475,0.292865,128.49599999999998,24414.23,-527.9800000000032,-2.779000000000025
1000000009_20min_s5_mODC_pup1-rfp_5uM,0.1,0.01065851463605341,14.37148143378327,0.01971236334693675,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-222.17539036872327,20min_s5,2,521.3697500000001,2696.38,21.2787,23.9822,1272,947.205,966.767,0.325732,139.262,33562.021,2264.286,9.39500000000001
1000000009_20min_s6_mODC_pup1-rfp_1uM,0.1,0.0467293104459091,133.68216222162894,0.04658461060066838,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-195.5146394864782,20min_s6,2,462.00725,1762.32,17.9125,18.5102,821,972.912,996.982,0.369444,94.701,3314.545,136.46875,3.899249999999995
1000000009_20min_s7_mODC_pup1-rfp_2.5uM,0.1,0.03417343484497954,98.21391453889134,0.02226089331885247,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-218.40624122628972,20min_s7,3,359.9200000000001,2119.41,18.9177,20.966,994,810.953,913.172,0.350419,113.676,14095.876,865.380000000001,6.979000000000013
1000000009_20min_s8_mODC_pup1-rfp_5uM,0.1,0.04769317409236757,296.7510137801764,0.10892710326160689,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-169.18297167396486,20min_s8,3,993.32975,874.83,8.6925,18.4874,379,809.896,1033.81,0.444955,142.38099999999997,15092.348,426.6299999999974,4.024999999999977
1000000010_20min_s3_mODC_pup1-rfp_2.5uM,0,0.0735619772168963,0.5706318330044078,0.0323817018483153,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-206.78861831715628,20min_s3,1,303.397,3217.31,22.8312,26.565,1516,1179.97,868.06,0.308811,157.92700000000002,34901.857,-1607.5820000000022,-7.274000000000001
1000000010_20min_s5_mODC_pup1-rfp_1uM,0,0.07043434248233223,0.2606258660502579,0.02962902376662845,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-209.5426301665601,20min_s5,2,478.0738,3502.67,24.2517,27.2874,1657,1179.32,916.288,0.300968,121.3906,21121.9404,-1860.5400000000009,-10.693000000000012
1000000010_20min_s5_mODC_pup1-rfp_5uM,0.1,0.00545053957547223,3.3909827454374075,0.00641104065618944,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-256.99534718242273,20min_s5,2,411.61575,2261.95,19.0517,22.2761,1063,925.356,1004.34,0.343465,173.637,33859.295,1958.9700000000012,10.04600000000002
1000000010_20min_s6_mODC_pup1-rfp_1uM,0,0.0583382111093456,230.555391641675,0.02304970657746799,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-217.3267727619386,20min_s6,2,253.55925,1992.13,17.7198,21.1064,932,1079.86,893.5,0.356434,119.278,13120.57,78.1875,0.7112500000000068
1000000010_20min_s6_mODC_pup1-rfp_2.5uM,0.1,0.01472241370156457,26.148234135701824,0.03916268423930764,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-200.89456180423443,20min_s6,2,277.235,3660.45,24.5814,28.2628,1742,922.674,894.783,0.296974,177.52599999999998,48464.653000000006,1944.3499999999983,7.121999999999986
1000000010_20min_s7_mODC_pup1-rfp_5uM,0.00736650789464181,0.0457467878977103,0.2412814022979497,0.00473154465659238,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-266.41221382035974,20min_s7,3,471.54075,3120.44,21.6121,27.4826,1480,1155.6,959.829,0.311613,135.62099999999998,25903.573,2016.2200000000012,10.555999999999983
1000000010_20min_s8_mODC_pup1-rfp_2.5uM,0.1,0.02549432444700461,1275.3588440037954,0.0760752650716158,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-180.3105984036764,20min_s8,3,330.337,4332.21,26.4122,31.3843,2072,1061.59,866.841,0.28204,184.91000000000005,60280.662,727.6619999999966,2.2319999999999993
1000000011_20min_s3_mODC_pup1-rfp_2.5uM,0,0.04311274633010755,5.612834815116596,0.03619368142420131,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-203.3385957110628,20min_s3,1,271.01000000000005,2707.87,20.3389,25.148,1276,1150.39,895.654,0.324983,132.259,19574.316,-642.6160000000018,-4.342000000000013
1000000011_20min_s6_mODC_pup1-rfp_dmso2,0,0.0798958436034941,524.5800547954145,0.02942051843264673,yeGFP-mODC,pup1-rfp,DMSO,dy.dm.f.0.1,-209.76155454687424,20min_s6,2,161.90512026286603,2053.38,16.0838,24.1678,945,754.443,1027.91,0.352054,182.801,37108.702000000005,2868.287000000004,14.12900000000002
1000000011_20min_s7_mODC_pup1-rfp_2.5uM,0,0.02445975888381289,2.435038733036334,0.03805654847891413,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-201.78274867277116,20min_s7,3,249.278,2917.54,20.7744,26.6523,1380,1078.91,671.885,0.317906,200.24999999999997,52265.239,3148.4449999999997,12.063000000000017
1000000011_20min_s7_mODC_pup1-rfp_5uM,0,0.02306346246315601,1036.422320793838,0.01001837463071803,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-243.1569700176204,20min_s7,3,760.9157499999999,2933.33,21.9881,25.2719,1388,1147.61,1009.56,0.317529,163.90999999999997,54417.996,-4850.560000000005,-14.610000000000014
1000000011_20min_s8_mODC_pup1-rfp_1uM,0.1,0.0403356743277745,91.09539041655032,0.1968552318241595,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-150.8374905500358,20min_s8,3,251.28199999999993,1581.72,15.6621,18.6822,734,1068.58,992.854,0.381673,131.87,27165.248,973.4579999999988,4.725999999999999
1000000012_20min_s3_mODC_pup1-rfp_2.5uM,0,0.05559532441557144,1.9267137635115523,0.04944770635423213,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-193.6656310977264,20min_s3,1,242.656,2397.28,20.2248,22.2524,1128,1077.58,970.09,0.337554,154.69800000000004,43160.643,-2024.4180000000051,-7.256
1000000012_20min_s4_mODC_pup1-rfp_2.5uM,0,0.04542730058628853,1.5769529332582128,0.07386551467838123,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-181.2243887996878,20min_s4,1,179.36,2598.75,21.3532,23.214,1213,1033.77,1023.78,0.329117,154.817,22603.31,-1499.7199999999975,-10.271999999999991
1000000012_20min_s4_mODC_pup1-rfp_5uM,0.1,0.02726483515382431,138.4263492338609,0.0407115688141485,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-199.6921357461945,20min_s4,1,629.34375,2383.6,20.7151,22.1592,1109,1008.19,1023.42,0.337431,209.35900000000004,40615.56,-1559.2819999999992,-8.038000000000011
1000000012_20min_s5_mODC_pup1-rfp_1uM,0.1,0.03401981237234201,3.2465316546522356,0.0357272769627425,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-203.740668801237,20min_s5,2,252.59180000000003,2304.51,18.3401,23.7783,1081,1093.79,1002.14,0.341084,110.0356,9793.1994,-1370.1900000000023,-15.39500000000001
1000000012_20min_s6_mODC_pup1-rfp_2.5uM,0.1,0.01303759438079153,16.122167590921695,0.05892846174804021,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-188.2279669278441,20min_s6,2,255.74699999999996,3462.33,23.0683,28.4552,1645,1114.49,709.899,0.302009,194.037,49285.494000000006,1593.2999999999956,6.272999999999996
1000000012_20min_s7_mODC_pup1-rfp_5uM,0.01169624451760832,0.03326754351109252,0.2752385698211917,0.01234669531116893,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-236.6789753125717,20min_s7,3,362.71975,2358.72,20.6666,21.6109,1108,1017.34,792.549,0.338922,169.05699999999996,37530.666,1961.239999999998,8.833999999999975
1000000012_20min_s8_mODC_pup1-rfp_2.5uM,0.1,0.02641161880069596,120.3622212829118,0.04499436080971061,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-196.59136482356988,20min_s8,3,363.032,2868.86,21.9422,24.6516,1357,1147.55,806.71,0.319895,99.621,15839.783,294.78299999999945,1.8540000000000136
1000000012_20min_s8_mODC_pup1-rfp_5uM,0.00904070055873726,0.03690391826266127,0.2316319980208453,0.00423266882271755,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-269.86620262211426,20min_s8,3,372.86475,2622.74,19.6101,25.2605,1236,935.956,928.628,0.328278,172.154,39595.34,2805.649999999994,12.19799999999998
1000000013_20min_s4_mODC_pup1-rfp_2.5uM,0,0.08574511500072036,1.6529504960437444,0.0968807118497132,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-172.81612313158084,20min_s4,1,209.13300000000004,2949.99,21.9496,25.3374,1395,1080.12,1001.38,0.317033,169.29000000000002,55357.845,-4678.639999999999,-14.307999999999993
1000000013_20min_s5_mODC_pup1-rfp_5uM,0.1,0.00955369591999479,19.97439289328036,0.02783261096864259,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-211.48155690897167,20min_s5,2,384.11175,2515.19,20.4951,23.0672,1185,1075.81,881.133,0.332687,184.05600000000004,52272.004,1180.8640000000014,4.1580000000000155
1000000013_20min_s6_mODC_pup1-rfp_1uM,0.1,0.04337467441029286,177.4892727562899,0.02717873105483298,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-212.2185406393124,20min_s6,2,577.16125,2489.19,20.0711,23.3627,1172,1139.74,876.466,0.333597,144.16299999999998,31139.192,-1046.25,-4.84375
1000000013_20min_s7_mODC_pup1-rfp_5uM,0.1,0.02383199483018904,27.775621264412976,0.00448680010130634,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-268.05868395108763,20min_s7,3,415.22174999999993,4174,24.558,32.534,1993,1085.64,734.845,0.285042,189.223,56009.888,809.3199999999997,2.7339999999999804
1000000013_20min_s8_mODC_pup1-rfp_5uM,0,0.03056118412419101,0.35232106251891726,0.00649951067450763,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-256.57048329757686,20min_s8,3,594.1767500000001,3066.7,22.8124,25.4631,1451,912.373,959.213,0.313439,148.34299999999996,34860.63,2048.4249999999956,8.716999999999985
1000000014_20min_s4_mODC_pup1-rfp_2.5uM,0.1,0.03675430621658181,3.5650839697558085,0.02673810024563204,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-212.72524175166848,20min_s4,1,471.655,2191.74,19.222,21.5938,1028,1106.82,976.581,0.346394,130.32799999999995,13945.145,-1236.239999999998,-11.554000000000002
1000000014_20min_s5_mODC_pup1-rfp_1uM,0,0.08878398585939504,0.2831211219576951,0.03708017537840698,yeGFP-mODC,pup1-rfp,1uM,dy.dm.f.0.1,-202.5884604045597,20min_s5,2,453.0567999999999,1677.63,16.2561,19.1534,780,1165.53,1019.08,0.375089,157.7976,28403.628,-4729.800000000003,-26.277000000000015
1000000014_20min_s6_mODC_pup1-rfp_2.5uM,0.1,0.0059878082038687,4.239445881881824,0.01135815532768636,yeGFP-mODC,pup1-rfp,2.5uM,dy.dm.f.0.1,-239.26600046106745,20min_s6,2,316.36699999999996,3693.58,23.3751,30.1428,1756,1101.61,751.206,0.29589,155.60600000000002,39679.555,84.25,0.3299999999999841
1000000014_20min_s7_mODC_pup1-rfp_5uM,0.08326541736636305,0.0378080749828875,3.7823419552453026,0.02117126288969795,yeGFP-mODC,pup1-rfp,5uM,dy.dm.f.0.1,-219.962030107834,20min_s7,3,611.86975,2297.8,18.5598,23.2378,1080,890.215,936.056,0.341769,167.07099999999997,29404.528,1562.9199999999985,8.879999999999995
